0,0
-0.0027,-0.0533
-0.0104,-0.1561
-0.0235,-0.2609
-0.0418,-0.3664
-0.0653,-0.472
-0.0942,-0.5779
-0.1285,-0.6846
-0.168,-0.7917
-0.213,-0.8995
-0.2634,-1.0085
-0.3193,-1.1183
-0.3808,-1.2298
-0.448,-1.3431
-0.5209,-1.4586
-0.5997,-1.5767
-0.6847,-1.6983
-0.7758,-1.8242
-0.8736,-1.955
-0.9782,-2.092
-1.09,-2.2354
-1.2065,-2.3311
-1.3226,-2.3224
-1.4367,-2.2801
-1.5497,-2.2621
-1.6636,-2.2776
-1.7805,-2.337
-1.8984,-2.3579
-2.0132,-2.2957
-2.1237,-2.2112
-2.2296,-2.1187
-2.331,-2.0278
-2.4284,-1.9463
-2.5223,-1.8787
-2.6136,-1.8272
-2.7032,-1.7915
-2.7917,-1.7699
-2.8797,-1.76
-2.9677,-1.7588
-3.0559,-1.764
-3.1445,-1.7733
-3.2338,-1.7851
-3.3237,-1.7981
-3.4143,-1.8113
-3.5055,-1.8245
-3.5973,-1.8371
-3.6898,-1.8489
-3.7828,-1.8598
-3.8762,-1.8699
-3.9702,-1.8792
-4.0646,-1.8877
-4.1594,-1.8954
-4.2545,-1.9024
-4.3499,-1.9081
-4.4426,-1.8529
-4.5329,-1.8062
-4.6225,-1.792
-4.7113,-1.7766
-4.7993,-1.76
-4.8864,-1.7421
-4.9725,-1.7231
-5.0577,-1.7033
-5.1419,-1.6825
-5.2249,-1.6617
-5.3068,-1.6373
-5.386,-1.5833
-5.4628,-1.5363
-5.5379,-1.5026
-5.612,-1.4813
-5.6857,-1.4737
-5.7597,-1.4807
-5.8349,-1.5042
-5.9122,-1.5466
-5.9926,-1.6082
-6.0747,-1.6414
-6.1583,-1.6721
-6.2438,-1.7104
-6.33,-1.7232
-6.4141,-1.6825
-6.4964,-1.6462
-6.5771,-1.6126
-6.6562,-1.5832
-6.7342,-1.5604
-6.8116,-1.5471
-6.8889,-1.5464
-6.967,-1.5611
-7.0465,-1.5907
-7.128,-1.6296
-7.211,-1.6607
-7.2953,-1.6857
-7.381,-1.7128
-7.4679,-1.7382
-7.5555,-1.7537
-7.6435,-1.7586
-7.7264,-1.658
-7.7952,-1.3757
-7.8494,-1.0844
-7.8914,-0.8403
-7.923,-0.6322
-7.9454,-0.448
-7.9595,-0.2797
-7.9655,-0.1204
