0,0
-0.0045,-0.0899
-0.0185,-0.2813
-0.0429,-0.4863
-0.0774,-0.691
-0.1221,-0.8939
-0.1768,-1.094
-0.2413,-1.2903
-0.3153,-1.4804
-0.3985,-1.6625
-0.4902,-1.8356
-0.5901,-1.9979
-0.6976,-2.1497
-0.8122,-2.2917
-0.9334,-2.4253
-1.0611,-2.5522
-1.1948,-2.6742
-1.3344,-2.793
-1.4799,-2.9095
-1.6305,-3.0119
-1.7752,-2.8949
-1.91,-2.6949
-2.035,-2.4998
-2.1505,-2.3104
-2.2567,-2.1245
-2.3537,-1.9409
-2.4416,-1.7581
-2.5204,-1.5753
-2.59,-1.3919
-2.6504,-1.2076
-2.7015,-1.0229
-2.7435,-0.8388
-2.7764,-0.6583
-2.8007,-0.4857
-2.8171,-0.3278
-2.8267,-0.1919
-2.8309,-0.084
-2.8311,-0.0048
