0,0,0,0.0003
0.0003,0.0319,3.045,0.0025
0.0011,0.0806,5.0765,0.0087
0.0025,0.1334,5.1812,0.0207
0.0043,0.1877,5.487,0.0386
0.0067,0.241,5.3353,0.0621
0.0096,0.2944,5.4082,0.0912
0.0131,0.3476,5.2673,0.126
0.0171,0.4015,5.4464,0.1661
0.0217,0.4543,5.2344,0.2114
0.0268,0.5081,5.403,0.2617
0.0323,0.5607,5.2873,0.3165
0.0385,0.6134,5.2504,0.3761
0.0452,0.6666,5.322,0.44
0.0524,0.719,5.2335,0.5078
0.0601,0.7715,5.2637,0.5795
0.0683,0.8237,5.227,0.6545
0.0771,0.8756,5.1779,0.7329
0.0863,0.9279,5.2341,0.8144
0.0961,0.9795,5.155,0.8986
0.1064,1.0312,5.18,0.9853
0.1172,1.0826,5.1469,1.0741
0.1286,1.1337,5.1045,1.1652
0.1404,1.1852,5.1542,1.2581
0.1528,1.2361,5.085,1.3526
0.1657,1.2871,5.109,1.4486
0.1791,1.3378,5.0582,1.5459
0.193,1.3887,5.0824,1.6444
0.2073,1.4394,5.0794,1.7437
0.2222,1.4897,5.033,1.8437
0.2376,1.5401,5.0362,1.9445
0.2535,1.5906,5.048,2.0459
0.2699,1.6408,5.027,2.1476
0.2868,1.691,5.0192,2.2495
0.3043,1.7411,5.0123,2.3518
0.3222,1.7912,5.0061,2.4542
0.3406,1.8413,5.0196,2.5567
0.3595,1.8912,4.9845,2.6593
0.3789,1.9413,5.0097,2.7618
0.3988,1.9912,4.977,2.8643
0.4192,2.0413,5.02,2.9666
0.4401,2.091,4.9784,3.0686
0.4616,2.1408,4.9694,3.1707
0.4835,2.1909,5.0115,3.2725
0.5058,2.2407,4.9899,3.374
0.5288,2.2904,4.9559,3.4753
0.5521,2.3405,5.0232,3.5764
0.5761,2.3901,4.946,3.6773
0.6005,2.4402,5.0214,3.778
0.6254,2.4898,4.9623,3.8784
0.6508,2.5398,4.9963,3.9786
0.6766,2.5896,4.9879,4.0786
0.7031,2.6395,4.9737,4.1785
0.73,2.6896,5.0131,4.2783
