0,0
0.0002,0.0201
0.0007,0.0451
0.0014,0.0729
0.0024,0.101
0.0036,0.1289
0.0052,0.1574
0.0071,0.1854
0.0092,0.2136
0.0116,0.2421
0.0143,0.2704
0.0173,0.299
0.0206,0.3275
0.0242,0.3559
0.028,0.3841
0.0321,0.4127
0.0365,0.4413
0.0412,0.4696
0.0462,0.4984
0.0515,0.5269
0.057,0.5555
0.0629,0.5843
0.069,0.6127
0.0754,0.6417
0.0821,0.6704
0.0891,0.6989
0.0964,0.728
0.104,0.7567
0.1118,0.7854
0.1199,0.8146
0.1284,0.8432
0.1371,0.8723
0.1461,0.9013
0.1554,0.9303
0.165,0.9592
0.1749,0.9884
0.185,1.0176
0.1955,1.0466
0.2063,1.0759
0.2173,1.105
0.2287,1.1343
0.2403,1.1635
0.2522,1.1929
0.2645,1.2221
0.277,1.2515
0.2898,1.281
0.3029,1.3101
0.3163,1.3397
0.33,1.369
0.344,1.3987
0.3582,1.4279
0.3728,1.4575
0.3877,1.4871
0.4028,1.5165
0.4183,1.5461
0.4341,1.5758
0.4501,1.6052
0.4665,1.6349
0.4831,1.6645
0.5001,1.6941
0.5173,1.7236
0.5348,1.7533
0.5526,1.783
0.5708,1.8126
0.5892,1.8422
0.6079,1.8721
0.6269,1.9015
0.6463,1.9315
0.6659,1.961
0.6857,1.9906
0.7059,2.0204
0.7265,2.0501
0.7472,2.0797
0.7683,2.1095
0.7897,2.1391
0.8114,2.1689
0.8334,2.1986
0.8557,2.2281
0.8783,2.2581
0.9012,2.2876
0.9243,2.3172
0.9478,2.347
0.9716,2.3766
0.9956,2.4062
1.02,2.436
1.0446,2.4654
1.0696,2.4951
1.0948,2.5248
1.1204,2.5543
1.1462,2.5838
1.1723,2.6135
1.1988,2.643
1.2255,2.6725
1.2526,2.7021
1.2799,2.7315
1.3074,2.7609
1.3354,2.7906
1.3636,2.8198
1.392,2.8492
1.4208,2.8787
1.4499,2.908
1.4793,2.9373
1.509,2.9666
1.5389,2.9959
1.5692,3.0251
1.5997,3.0542
1.6305,3.0836
1.6616,3.1125
1.693,3.1417
1.7248,3.1708
1.7568,3.1996
1.7891,3.2288
1.8216,3.2575
1.8545,3.2865
1.8877,3.3152
1.9211,3.3439
1.9548,3.3727
1.9888,3.3996
2.0229,3.4051
2.0569,3.4044
2.0909,3.4037
2.125,3.4029
2.159,3.4019
2.193,3.401
2.227,3.4001
2.261,3.3991
2.295,3.398
2.3289,3.3967
2.3629,3.3957
2.3968,3.3942
2.4308,3.393
2.4647,3.3914
2.4986,3.3899
2.5325,3.3884
2.5664,3.3866
2.6002,3.3848
2.634,3.383
2.6678,3.381
2.7016,3.3788
2.7353,3.3767
2.7691,3.3744
2.8028,3.3717
2.8366,3.3694
2.8702,3.3645
2.9035,3.3384
2.9367,3.3066
2.9694,3.2744
3.0018,3.2426
3.0339,3.2105
3.0657,3.1784
3.0972,3.1463
3.1283,3.1137
3.1591,3.0816
3.1896,3.0489
3.2197,3.0163
3.2496,2.9837
3.2791,2.9507
3.3083,2.9179
3.3371,2.8845
3.3656,2.8518
3.3938,2.8181
3.4216,2.7846
3.4492,2.7513
3.4763,2.717
3.5032,2.6837
3.5297,2.6492
3.5558,2.6151
3.5816,2.5807
3.6071,2.5458
3.6322,2.5115
3.657,2.476
3.6814,2.441
3.7054,2.4055
3.7291,2.3699
3.7525,2.3339
3.7754,2.2978
3.7981,2.2615
3.8203,2.2242
3.8422,2.1875
3.8637,2.1504
3.8848,2.1121
3.9055,2.0747
3.9259,2.036
3.9459,1.9973
3.9655,1.9584
3.9847,1.9185
4.0035,1.8784
4.0218,1.8379
4.0398,1.7973
4.0574,1.7554
4.0745,1.7134
4.0912,1.6712
4.1075,1.6276
4.1233,1.5838
4.1387,1.5394
4.1536,1.4949
4.1682,1.4491
4.1822,1.4016
4.1957,1.3554
4.2088,1.3069
4.2214,1.2582
4.2334,1.2087
4.245,1.1584
4.2561,1.1079
4.2667,1.0547
4.2767,1.0021
4.2862,0.9502
4.2952,0.8981
4.3038,0.864
4.312,0.8227
4.3198,0.7792
4.3271,0.7307
4.3339,0.6814
4.3402,0.6249
4.3459,0.5686
4.3509,0.5067
4.3553,0.4401
4.3591,0.3725
4.3621,0.3008
4.3643,0.2247
4.3659,0.1527
4.3666,0.0791
4.367,0.0345
4.3678,0.0838
4.3693,0.1502
4.3714,0.2086
4.374,0.2625
4.377,0.3004
4.3803,0.3281
4.3837,0.3397
4.3871,0.3394
4.3904,0.3248
4.3933,0.2975
4.3959,0.2526
4.3978,0.1982
4.3992,0.1402
4.4001,0.0818
4.4004,0.0323
4.4009,0.0485
4.4019,0.0976
4.4033,0.1469
4.4053,0.1953
4.4076,0.2367
4.4104,0.2723
4.4134,0.3084
4.4168,0.3353
4.4204,0.3604
4.4242,0.3804
4.4282,0.3991
4.4323,0.41
4.4365,0.4221
4.4408,0.4303
4.4452,0.4338
4.4495,0.4369
4.4539,0.4378
4.4583,0.4347
4.4626,0.4318
4.4668,0.4262
4.471,0.4201
4.4752,0.4116
4.4792,0.4019
4.4831,0.3911
4.4869,0.3792
4.4905,0.3672
4.4941,0.3535
4.4975,0.339
4.5007,0.3237
4.5038,0.3086
4.5067,0.2913
4.5095,0.2743
4.512,0.2576
4.5144,0.2396
4.5166,0.2205
4.5187,0.2033
4.5205,0.1828
4.5222,0.165
4.5236,0.1446
4.5249,0.1247
4.5259,0.1047
4.5267,0.0847
4.5274,0.0653
4.5278,0.0441
4.5281,0.0235
