0,0
0.0002,0.022
0.0007,0.05
0.0015,0.0802
0.0026,0.113
0.0041,0.146
0.0059,0.1783
0.0079,0.2103
0.0104,0.2424
0.0131,0.2749
0.0162,0.3072
0.0196,0.3398
0.0233,0.3716
0.0274,0.404
0.0317,0.4362
0.0364,0.4683
0.0414,0.4998
0.0467,0.5319
0.0524,0.5639
0.0583,0.5959
0.0646,0.6274
0.0712,0.659
0.078,0.6908
0.0853,0.7221
0.0928,0.7537
0.1007,0.7854
0.1088,0.8163
0.1173,0.8478
0.1261,0.8788
0.1352,0.9103
0.1446,0.941
0.1543,0.9724
0.1644,1.003
0.1747,1.0343
0.1854,1.0649
0.1963,1.0958
0.2076,1.1264
0.2191,1.1571
0.231,1.1879
0.2432,1.2184
0.2557,1.2488
0.2685,1.2794
0.2816,1.3098
0.295,1.3405
0.3087,1.3707
0.3227,1.4009
0.337,1.4316
0.3517,1.4616
0.3666,1.4922
0.3818,1.5223
0.3973,1.5525
0.4131,1.5829
0.4293,1.6129
0.4457,1.6431
0.4624,1.6734
0.4795,1.7034
0.4968,1.7337
0.5144,1.7638
0.5323,1.7938
0.5506,1.8239
0.5691,1.8543
0.588,1.8841
0.6072,1.9142
0.6266,1.9446
0.6463,1.9745
0.6664,2.0047
0.6867,2.0349
0.7074,2.0647
0.7283,2.0952
0.7496,2.1252
0.7711,2.1553
0.793,2.1853
0.8151,2.2157
0.8376,2.2456
0.8603,2.276
0.8834,2.3061
0.9068,2.3362
0.9304,2.3666
0.9544,2.3966
0.9787,2.4271
1.0032,2.4572
1.0281,2.4875
1.0533,2.5177
1.0788,2.5483
1.1046,2.5785
1.1307,2.6088
1.157,2.6392
1.1837,2.6696
1.2107,2.7
1.238,2.7305
1.2656,2.761
1.2936,2.7915
1.3218,2.822
1.3503,2.8525
1.3791,2.8831
1.4083,2.9137
1.4377,2.9445
1.4675,2.975
1.4975,3.006
1.5279,3.0365
1.5586,3.0674
1.5896,3.0984
1.6209,3.1291
1.6525,3.1602
1.6844,3.1911
1.7166,3.2221
1.7491,3.2533
1.782,3.2843
1.8151,3.3156
1.8486,3.3468
1.8823,3.3782
1.9164,3.4094
1.9508,3.4409
1.9856,3.4724
2.0207,3.5041
2.056,3.5358
2.0917,3.5674
2.1276,3.5977
2.1637,3.6057
2.1997,3.6072
2.2358,3.6082
2.2719,3.6096
2.3081,3.6108
2.3441,3.6125
2.3803,3.6136
2.4165,3.6155
2.4526,3.617
2.4888,3.6189
2.525,3.6206
2.5612,3.6228
2.5975,3.6246
2.6338,3.6271
2.6701,3.6291
2.7064,3.6317
2.7427,3.6341
2.7791,3.637
2.8155,3.6398
2.8519,3.6425
2.8882,3.6313
2.9242,3.6036
2.96,3.5754
2.9955,3.5479
3.0307,3.5201
3.0657,3.4925
3.1003,3.4651
3.1347,3.4374
3.1687,3.4104
3.2026,3.3829
3.2361,3.3561
3.2694,3.3288
3.3025,3.3021
3.3352,3.2754
3.3677,3.2488
3.3999,3.2221
3.4319,3.1959
3.4636,3.1697
3.495,3.1437
3.5262,3.1176
3.5571,3.0918
3.5878,3.0664
3.6181,3.0411
3.6484,3.0153
3.6782,2.991
3.7079,2.9657
3.7373,2.941
3.7665,2.9166
3.7954,2.8926
3.8241,2.8683
3.8525,2.8446
3.8807,2.8214
3.9087,2.7978
3.9364,2.7748
3.964,2.7521
3.9913,2.7297
4.0183,2.7079
4.0452,2.6854
4.0719,2.6647
4.0983,2.6432
